76.000000	10097.422909	-3820.673087	-60729.130891	-58886.542486	-48334.842722	-187500.022352	-48704.831148	-54003.043950	-0.052000	0.880000	0.464000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1713063615.112047	0.000000
77.000000	9859.645052	-3825.836340	-60804.970360	-58833.390037	-49757.799477	-187500.022352	-50037.889187	-54284.877096	-0.052000	0.880000	0.464000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1713063615.116043	0.000000
78.000000	9547.167664	-3883.906172	-60779.601130	-58786.496077	-51352.216465	-187500.022352	-52050.417906	-54340.644698	-0.052000	0.880000	0.464000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1713063615.119112	0.000000
79.000000	9730.183748	-3886.543678	-60687.713109	-58823.845842	-50134.627537	-187500.022352	-51013.565184	-54088.628779	-0.052000	0.880000	0.464000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1713063615.123099	0.000000
80.000000	10052.562958	-3836.587529	-60701.750005	-58873.399660	-48317.609527	-187500.022352	-48841.936748	-54018.332543	-0.052000	0.880000	0.464000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1713063615.127105	0.000000
81.000000	9904.057968	-3824.629345	-60792.878067	-58831.132511	-49267.916294	-187500.022352	-49606.858147	-54279.736195	-0.052000	0.880000	0.464000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1713063615.131078	0.000000
82.000000	9552.107400	-3867.499991	-60785.233770	-58763.674946	-51172.351977	-187500.022352	-51879.851744	-54395.786452	-0.052000	0.880000	0.464000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1713063615.136092	0.000000
83.000000	9643.570738	-3878.295884	-60685.321472	-58777.868304	-50456.202085	-187500.022352	-51436.884873	-54160.802562	-0.082000	0.868000	0.484000	192.000000	253.000000	112.000000	27.000000	32.000000	15.000000	32.000000	0.000000	0.000000	0.000000	1713063615.140076	0.000000
84.000000	9995.051920	-3831.558386	-60672.804495	-58827.198604	-48413.498511	-187500.022352	-49108.503653	-54018.131377	-0.082000	0.868000	0.484000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1713063615.143105	0.000000
85.000000	9944.648736	-3800.221241	-60753.382534	-58799.996531	-48821.887233	-187500.022352	-49244.938701	-54237.670212	-0.082000	0.868000	0.484000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1713063615.147129	0.000000
86.000000	9562.098630	-3850.132686	-60781.635139	-58747.492283	-50901.918221	-187500.022352	-51602.623058	-54427.637688	-0.082000	0.868000	0.484000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1713063615.151148	0.000000
87.000000	9553.828484	-3880.240486	-60704.700435	-58760.523350	-50752.988547	-187500.022352	-51783.716891	-54254.858703	-0.082000	0.868000	0.484000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1713063615.155110	0.000000
88.000000	9918.206622	-3839.359145	-60675.799629	-58820.493081	-48653.511543	-187500.022352	-49480.079052	-54070.479163	-0.082000	0.868000	0.484000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1713063615.159197	0.000000
89.000000	9969.213303	-3799.885964	-60749.515682	-58810.144223	-48511.756779	-187500.022352	-49002.534032	-54237.491398	-0.082000	0.868000	0.484000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1713063615.164168	0.000000
90.000000	9602.711749	-3827.110389	-60787.111317	-58732.717780	-50586.423348	-187500.022352	-51261.021347	-54447.173112	-0.082000	0.868000	0.484000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1713063615.168164	0.000000
91.000000	9484.292207	-3878.005311	-60735.590546	-58737.925737	-50996.890783	-187500.022352	-52037.140970	-54326.786617	-0.082000	0.868000	0.484000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1713063615.171115	0.000000
92.000000	9828.598479	-3851.719660	-60685.075603	-58798.901296	-48972.761509	-187500.022352	-49904.203403	-54097.927105	-0.082000	0.868000	0.484000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1713063615.175169	0.000000
93.000000	9974.421260	-3806.926764	-60742.452531	-58800.287104	-48258.198590	-187500.022352	-48827.542225	-54199.068749	-0.094000	0.870000	0.488000	192.000000	253.000000	16.000000	27.000000	48.000000	15.000000	64.000000	0.000000	0.000000	0.000000	1713063615.180204	0.000000
